"page","top","left","src","ocr","matched"
"46","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_16.jpg","LUKAS PROVOD 23-10-1996 | 1.89m 1 83kg SK SLAVIA PRAHA (CZE)","CZE 5"
"46","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_12.jpg","FIFA JAROSLAV ZELENV 20-8-1992 1 1,90m 1 81 kg AC SPARTA PRAHA (CZE)",""
"46","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_13.jpg","n 4. -g JINDÂICH STANÉK 27-4-1996 1 1,92111 1 93kg SK SLAVIA PRAHA (CZE)",""
"46","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_9.jpg","vÁCLAV CERNV 17-10-1997 | | 63 kg BE$IKTA$ JK (TUR)",""
"46","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_8.jpg","FIFA ADAM HLOiEK 25-7-2002 1 1,88111 1 84kg TSG (GER)",""
"46","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_1.jpg","MATÉJ KOVÁk 17-5-2000 | 1 88kg PSV EINDHOVEN (NED)",""
"46","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_14.jpg","LADISLAV KREJCi 20-4-1999 1 1,91m 1 87kg WOLVERHAMPTON WANDERERS (ENG)",""
"46","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_4.jpg","FIFA PATRIK SCHICK BAYER 04 LEVERKUSEN (GER)","CZE 11"
"46","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_15.jpg","LUKÁS CERV 10-4-2001 1 182m 1 76kg FC VIKTORIA PLZEÑ (CZE)",""
"46","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_7.jpg","TOMÁS ROLES 31-3-1993 | 1,80m 1 73kg SK SLAVIA PRAHA (CZE) m",""
"46","909","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_10.jpg","DAVID ZIMA 8-11-2000 | 1,92m 1 84kg SK SLAVIA PRAHA (CZE)",""
"46","909","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_6.jpg","8) TOMÁS CHORV 26-1-1995 1,99m 1 102kg SKSLAVIAPRAHA",""
"47","76","27","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_10.jpg","BOULAVE 16-11-1996 | 1 75kg",""
"47","76","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_3.jpg","PAPE GUEVE 24-1-1999 1 1,89 m 1 79kg",""
"47","76","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_4.jpg","ISMAILA SARR 25-2-1998 L85m 76kg CRYSTAL PALACEFC (ENG)","SEN 10"
"47","76","657","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_6.jpg","KRÉPIN DIATTA 25-2-1999 1,75m 1 59kg ASMONACO(FRA)",""
"47","354","27","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_1.jpg","PAPE MATAR SARR 14-9-2002 1 185 m 1 70 kg TOTTENHAM HOTSPUR FC","SEN 6"
"47","354","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_8.jpg","MOUSSA NIAKHATÉ 8-3-1996 | 1,90m 1 82kg OLVMPIOUE LYONNAIS (FRA)",""
"47","354","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_2.jpg","FIFA NICOLAS JACKSON 20-6-2001 | | 82 kg (GER)","SEN 11"
"47","354","657","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_9.jpg","FIFA ABDOULAYE SECK 4-6-1992 | 1,92m 1 95kg MACCABI HAIFA FC (ISR) PANINI",""
"47","632","27","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_14.jpg","LIMAN NDIAVE 6-3-2000 1 1,80m 70kg EVERTON FC (ENG)",""
"47","632","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_12.jpg","HABIB DIARRA 3-1-2004 178m 1 74 kg SUNDERLAND AFC (ENG)",""
"47","632","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_11.jpg","ÉDOUARD MENDV 1-3-1992 | L9am 1 93kg AL-AHLI SAUDI FC (KSA)",""
"47","632","657","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_15.jpg","ISMAIL JAKOBS 17-8-1999 1 1,84m 1 75kg GALATASARAY (TUR)",""
"47","910","27","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_13.jpg","IDRISSA GANA GUEVE 26-9-1989 1 1 66kg EVERTON (ENG)",""
"47","911","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_7.jpg","LAMINE CAMARA 1-1-2004 | 173m 1 65kg AS MONACO (FRA)",""
"47","911","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_5.jpg","KALIDOU KOULIBALV 20-6-1991 1 1,86m 1 89kg AL HILAL SAUDI CLUB (KSA)",""
"47","911","657","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-47_16.jpg","MOHAMED ALI BEN ROMDHANE 6-9-1999 1 1,85111 75kg",""
"48","28","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_11.jpg","MOHAU NKOTA 9-11-2004 61kg AL-ETTIFAO CLUB (KSA) PANI*I",""
"48","28","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_7.jpg","IORAAM RAVNERS 19-12-1995 1 1,76111 1 72kg MAMELODI SUNDOWNS FC (ASA)",""
"48","28","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_9.jpg","FIFA KHULISO MUDAU 26-4-1995 1 181 m 1 76kg MAMELODI SUNOOWNS FC (RSA)","RSA 5"
"48","29","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_12.jpg","(4 OSWIN APPOLLIS 25-08-20011 1.62 m 1 63 kg ORLANDO PIRATES FC [RSA)",""
"48","305","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_10.jpg","KHULUMANI NDAMANE 5-2-2004 1 1 72kg TS GALAXY FOOTBALL CLUB (RSA) FIFA PANIMI",""
"48","305","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_8.jpg","FIFA KHULISO MUDAU 26-4-1995 1 181 m 1 76kg MAMELODI SUNOOWNS FC (RSA)","RSA 5"
"48","305","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_6.jpg","THALENTE MBATHA 6-3-2000 1 L8am 1 70kg ORLANDO FC(RSA)",""
"48","305","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_4.jpg","SIVABONGA NGEZANA 15-7-1997 1 L88m 82 kg FCSB (ROO)",""
"48","581","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_3.jpg","SIPHO MBULE 22-3-1998 1 1,78m 81kg ORLANDO PIRATES (RSA)","RSA 9"
"48","581","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_1.jpg","RONWEN WILLIAMS 21-1-1992 | 1,84 m | 79 kg MAMELODI SUNDOWNS FC (RSA)","RSA 1"
"48","581","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_2.jpg","FIFA SAMUKELE KABINI 15-3-2004 1 1,81 m 1 72kg MOLDE FK (NOR)",""
"48","582","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-48_5.jpg","FIFA SIPHO CHAINE 14-12-1996 | 186m 1 77kg ORLANDO PIRATESFC(RSA)",""
"49","85","26","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_13.jpg","WORL'C&P SVERIGE",""
"49","85","235","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_5.jpg","n LUCAS BERGVALL 2-2-2006 1 1,mm 1 80 kg TOTTENHAM HOTSPURFC (ENG)","SWE 5"
"49","85","443","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_14.jpg","GABRIEL GUDMUNDSSON 29-4-1999 1 1 78kg LEEDS UNITED FC (ENGI",""
"49","85","651","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_4.jpg","FIFA KEN SEMA 30-9-1993 1 1 69 kg PAFOS FC (CMP)",""
"49","361","26","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_11.jpg","ANTHONV ELANGA 27-4-2002 1 178111 1 70 kg NEWCASTLE UNITED FC (ENGI",""
"49","361","235","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_1.jpg","HUGO LARSSON 27-6-2004 1 1 63kg EINTRACHT FRANKFURT (GER)",""
"49","362","443","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_3.jpg","FIFA JESPER KARLSTROM 21-6-1995 1 1 72kg UDINESE CALCIO (ITA)",""
"49","362","651","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_6.jpg","FIFA ROONY BARDGHIJI 15-11-2005 1 1,73m 1 73kg",""
"49","639","26","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_12.jpg","FIFA DANIEL SVENSSON 12-2-2002 1 1 72kg","SWE 7"
"49","639","235","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_8.jpg","VIKTOR JOHANSSON 14-9-1998 1 1,87 m 1 75 kg STOKE CITY FC (ENG) FIFA PANI XI","SWE 1"
"49","639","443","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_7.jpg","FIFA VICTOR NILSSON LINDELbF 17-7-1994 1 1 81kg ASTON VILLA FC(ENG) f",""
"49","639","652","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_9.jpg","FIFA YASIN AVARI 6-10-2003 1 1,7211 1 69kg BRIGHTON e HOVE ALBION FC (ENG)",""
"49","916","26","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_10.jpg","ALEXANDER ISAK 21-9-1999 | 1,92m 1 77 kg LIVERPOOL FC (ENG)","SWE 10"
"49","916","235","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-49_2.jpg","ISAK HIEN 13-1-1999 | 84kg","SWE 2"
"50","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_13.jpg","„&FIFA WORL",""
"50","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_16.jpg","FIFA GREGOR KOBEL 6-12-1997 | 1,96 m 1 88 kg BORUSSIA DORTMUND (GER)","SUI 1"
"50","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_6.jpg","FIFA RICARDO RODRÍGUEZ 25-8-1992 | 1,82m 1 77kg REAL BETIS BALOMPIÉ (ESP)","SUI 3"
"50","78","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_3.jpg","MICHEL AEBISCHER 6-1-1997 1 1 74 kg PISA SC (ITA)",""
"50","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_7.jpg","RUBÉN VARGAS 5-8-1998 1 1,77 m 1 77 kg SEVILLA FC FIFA PAMINI",""
"50","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_15.jpg","GRANIT XHAKA 27-9-1992 1 1,86m 1 82kg SUNDERLAND AFC (ENG)","SUI 6"
"50","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_14.jpg","FABIAN RIEDER 16-2-2002 1 1 74 kg FC AUGSBURG (GERI","SUI 8"
"50","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_10.jpg","FIFA AURÉLE AMENDA 31-7-2003 1 1 90kg EINTRACHT FRANKFURT (GER)",""
"50","632","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_12.jpg","DENIS ZAKARIA 20-11-1996 1 1 80 kg AS MONACO (FRA)",""
"50","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_2.jpg","FIFA MANUEL AKANJI 19-7-1995 | 1,88111 | 91 kg FC INTERNAZIONALE MILANO (ITAI","SUI 2"
"50","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_11.jpg","FIFA DAN NDOVE 25-10-2000 1 1,84 m 1 79kg NOTTINGHAM FOREST FC(ENG)","SUI 11"
"50","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_1.jpg","FIFA JOHAN MANZAMBI 14-10-2005 | 1 76kg SC FREIBURG (GER)",""
"50","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_4.jpg","n NICO ELVEDI 30-9-1996 | 1,89m 1 84kg BORUSSIA (GER)","SUI 4"
"50","908","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_5.jpg","FIFA REMO FREULER 15-4-1992 1 1 77kg BOLOGNA (ITA)","SUI 7"
"50","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_9.jpg","n FIFA f' ZEKI AMDOUNI 4-12-2000 | 1,85 m | 80 kg BURNLEV FC (ENG)",""
"50","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-50_8.jpg","SILVAN WIDMER 5-3-1993 1 1,83m 1 79kg 1. FSV MAINZ 05 (GER)","SUI 5"
"51","69","23","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_9.jpg","FIFA WORLD CUP 2026, àJNISlENNt",""
"51","69","231","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_16.jpg","SAVFALLAH LTAIEF 22-4-2000 1 1,78m 1 77kg SPARTA ROTTERDAM (NED)",""
"51","69","440","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_3.jpg","FIFA AlssA LAIDOUNI 13-12-1996 1 1,84111 1 B3kg AL-WAKRAHSC(OAT)",""
"51","69","648","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_13.jpg","FIFA ISMAEL GHARBI 10-4-2004 | 1,73m 1 67kg FC AUGSBURG (GER)",""
"51","346","22","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_15.jpg","FIFA 4 NAIM SLITI 27-7-1992 1 1,73m 1 75kg AL-SHAMAL SC (OAT)","TUN 9"
"51","346","231","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_14.jpg","FIFA MONTASSAR TALBI 26-5-1998 | l,gom | 81 kg FC LORIENT (FRA)","TUN 2"
"51","346","440","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_12.jpg","n HAZEM MASTOURI 18-6-1997 1 1,91m 1 82 kg FC DVNAMO MAKHACHKALA (RUS)","TUN 11"
"51","346","648","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_11.jpg","FIFA HANNIBAL MEJBRI 21-1-2003 1 1,83m 1 77 kg BURNLEVFC (ENG)","TUN 8"
"51","622","22","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_1.jpg","FIFA VAN VALERV 22-2-1999 1 1 85kg SHEFFIELD WEDNESDAV FC (ENG)",""
"51","622","231","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_2.jpg","YASSINE MERIAH 2-7-1993 1 1 85 kg ESPÉRANCE SPORTIVE DE TUNIS (TUN)","TUN 3"
"51","622","440","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_4.jpg","n FIFA ALI ABDI 20-12-1993 1 1,83m 1 73kg OGC NICE (FRA)","TUN 4"
"51","622","648","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_7.jpg","ELIAS SAAD 27-12-1999 1 1,85m 1 72kg FC AUGSBURG (GER)",""
"51","899","22","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_5.jpg","FIFA AYMEN DAHMEN 28-1-1997 1 1,88111 1 83kg CS SFAXIEN (TUN)","TUN 1"
"51","899","231","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_6.jpg","ELIAS ACHOURI 10-2-1999 | 177m 1 68kg","TUN 10"
"51","899","439","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_10.jpg","FIFA FERJANI SASSI 18-3-1992 1 1,85m 1 80kg AL-GHARAFASC(QAT)","TUN 5"
"51","899","648","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-51_8.jpg","ELLVES SKHIRI 10-5-1995 1 185r-n 1 73kg",""
"52","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_16.jpg","LD'C020ÉP,",""
"52","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_8.jpg","UGURCAN ÇAKIR 5-4-1996 1 1,91 m 1 86 kg GALATASARAY (TUR)",""
"52","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_13.jpg","n BARI$ ALPER VILMAZ 23-5-2000 1 1,86 m 1 88 kg GALATASARAV A$(TUR)",""
"52","78","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_7.jpg","ORKUN KbKÇ0 29-12-2000 1 1,75 m 1 79kg",""
"52","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_12.jpg","ARDA GOLER 25-2-2005 1 1,75m 1 75kg REAL MADRID CF",""
"52","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_10.jpg","FIFA ZEKi ÇELiK 17-2-1997 1 1,78111 1 79kg AS ROMA (ITA)",""
"52","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_15.jpg","CAN UZUN 11-11-2005 1 1 84kg EINTRACHT FRANKFURT (GER)","TUR 9"
"52","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_11.jpg","ABDÜLKERiM BARDAKCI 7-9-1994 1 187m 1 91kg GALATASARAV A$ (TUR)",""
"52","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_9.jpg","n FIFA YUNUS AKGÜN 7-7-2080 1 1,73111 1 72kg GALATASARAV A.$. (TUR)",""
"52","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_6.jpg","FIFA MERT MOLDUR 3-4-1999 1 1,88m 1 74kg FENERBAHÇE (TUR)",""
"52","631","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_3.jpg","FIFA KENAN VILDIZ 4-5-2005 1 1,87 m 1 85kg JUVENTUS (ITA)",""
"52","631","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_2.jpg","KAAN AVHAN 10-11-1994 1 1,84111 1 90kg GALATASARAV A$ (TUR)",""
"52","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_4.jpg","FIFA KEREM AKTÜRKOCLU 21-10-1998 1 1,73m 1 72kg FENERBAHÇE SK (TUR) PANINI",""
"52","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_5.jpg","MERiH DEMiRAL 5-3-1998 1 1,90m 1 90 kg AL-AHU FC(KSA)","TUR 4"
"52","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_14.jpg","ÇAGLAR SOVONCO 23-5-1996 1 1,85111 1 84 kg FENERBAHÇE SK (TUR)",""
"52","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-52_1.jpg","iRFAN CAN KAHVECi 15-7-1995 1 1,80 m 1 77 kg KASIMPA$ASK(TUR)",""
"53","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_10.jpg","IFAWORLDC P",""
"53","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_5.jpg","FIFA RONALD ARAÚJO 7-3-1999 1 1,9111 | 96 kg FC BARCELONA (ESPI",""
"53","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_9.jpg","FIFA DARWIN NÚÑEZ 24-6-1999 1 1,87m 1 79kg AL HILAL SAUDI CLUB",""
"53","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_17.jpg","FIFA MATHÍAS OLIVERA 31-10-1997 1 1,84m 1 78 kg SSC NAPOLI (ITA)","URU 5"
"53","265","827","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_18.jpg","",""
"53","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_7.jpg","ú, SEBASTIÁN CÁCERES 18-8-1999 1 1 77 kg CLUB A (M E x)","URU 4"
"53","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_13.jpg","FEDERICO VIÑAS 30-6-1998 | 1,82111 81 kg REAL OVIEDO (ESP)",""
"53","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_3.jpg","MAXI ARAÚJO 15-2-2000 1 1.7gm 1 76 kg",""
"53","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_11.jpg","FIFA FACUNDO PELLISTRI 20-12-2001 1 1 65kg","URU 10"
"53","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_14.jpg","FIFA JOSÉ MARÍA GIMÉNEZ 20-1-1995 1 1,85111 1 80kg ATLÉTICO DE MADRID (ESP)",""
"53","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_15.jpg","GUILLERMO VARELA 24-3-1993 1 1,73m I mg PANIRI",""
"53","631","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_12.jpg","FEDERICO VALVERDE 22-7-1998 1 182m 1 78kg REAL MADRID CF (ESP)","URU 7"
"53","631","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_8.jpg","SERGIO ROCHET 23-3-1993 1 1,89m 1 82kg SPORT CLUB INTERNACIONAL (BRAI","URU 1"
"53","810","399","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_16.jpg","",""
"53","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_4.jpg","FIFA RODRIGO BENTANCUR 25-6-1997 | 1,87m 1 72kg TOTTENHAM HOTSPURFC (ENG) F","URU 8"
"53","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_6.jpg","SANTIAGO MIELE 6-9-1997 1 1,85m 1 69 kg CF MONTERREY (MEX)","HOST CITY MONTERREY"
"53","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_1.jpg","FIFA NAHITAN NÁNDEZ 28-12-1995 1 1,72m 1 70kg AL OADSIAH FC (SA)","URU 6"
"53","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-53_2.jpg","FIFA MANUEL UGARTE 11-4-2001 | 1,82m | 77 kg MANCHESTER UNITED FC (ENG)","URU 9"
"54","78","27","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_1.jpg","UZBEKISTAN FOOTBALL UFA ASSOCIATION",""
"54","78","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_10.jpg","ora ) SHERZOD NASRULLAEV 23-7-1998 1 1,79111 1 62 kg PAKHTAKOR FC (UZB)","UZB 4"
"54","78","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_2.jpg","FARRUKH SAVFIEV 17-1-1991 1 1,83 m 1 68 kg",""
"54","78","657","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_7.jpg","FIFA KHOJIAKBAR ALIJONOV 19-4-1997 1 1 68kg PAKHTAKOR FC (UZBI","UZB 7"
"54","355","27","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_12.jpg","ABBOSBEK FAVZULLAEV 3-10-2003 | 167m 1 57kg ISTANBUL BA$AK$ R FK (TUR)",""
"54","355","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_9.jpg","FIFA RUSTAM ASHURMATOV 7-7-1996 1 1,86m 1 84kg ESTEGHLAL (IRN)","UZB 6"
"54","355","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_11.jpg","FIFA í; UMAR ESHMURODOV 30-11-1992 1.85m 1 75kg FC NASAF (UZB)",""
"54","355","657","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_8.jpg","n tJfÁ KHOJIMAT ERKINOV 29-5-2001 1 1,73m 1 69kg PAKHTAKORFC(UZB)",""
"54","632","27","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_4.jpg","FIFA IGOR SERGEEV 30-4-1993 | 1,88m 1 79kg PERSEPOUS FC (IRN)",""
"54","632","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_6.jpg","FIFA JAMSHID ISKANDEROV 16-10-1993 | l,nm 1 63kg FC NEFTCHI (UZB)",""
"54","632","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_14.jpg","ELDOR SHOMURODOV 29-6-1995 1 1,90m 1 76kg iSTANBUL BA$AK$EHIRFK (TURI","UZB 10"
"54","632","657","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-54_13.jpg","UFA AZIZBEK TURGUNBOEV 1-10-1994 | 1,73m 1 72kg PAKHTAKOR FC (UZB)",""
